code,source,window_months,n_with_code,prev_initiators,prev_non_initiators,odds_ratio,fisher_p,mw_p,fisher_p_adj,description,category
86850,px,12,39,0.06956521739130435,0.047400611620795105,1.5025625565269822,0.3534888614312213,0.3094928981905134,1.0,Rbc Antibody Screen,lab test
J1100,px,3,22,0.043478260869565216,0.02599388379204893,1.7032085561497325,0.35599750313108514,0.30030588229316646,1.0,Dexamethasone Sodium Phos,supply/service
82728,px,3,22,0.043478260869565216,0.02599388379204893,1.7032085561497325,0.35599750313108514,0.30030588229316646,1.0,Assay Of Ferritin,lab test
83880,px,3,40,0.06956521739130435,0.04892966360856269,1.4532710280373833,0.3619471230813145,0.35870941748765495,1.0,Assay Of Natriuretic Peptide,lab test
M5416,dx,12,66,0.06086956521739131,0.09021406727828746,0.6536409290646579,0.36870135025612594,0.2947325769937217,1.0,"Radiculopathy, Lumbar Region",diagnosis
J2704,px,3,23,0.043478260869565216,0.027522935779816515,1.606060606060606,0.36949613700856143,0.3478127318401347,1.0,"Inj, Propofol, 10 Mg",supply/service
80307,px,6,23,0.043478260869565216,0.027522935779816515,1.606060606060606,0.36949613700856143,0.35699965836178993,1.0,Drug Test Prsmv Chem Anlyzr,lab test
99396,px,3,41,0.06956521739130435,0.05045871559633028,1.40696686491079,0.3722707993341732,0.40359709312058767,1.0,Prev Visit Est Age 40-64,office visit
J2405,px,6,41,0.06956521739130435,0.05045871559633028,1.40696686491079,0.3722707993341732,0.39023322760716816,1.0,Ondansetron Hcl Injection,supply/service
I110,dx,3,41,0.06956521739130435,0.05045871559633028,1.40696686491079,0.3722707993341732,0.40359709312058767,1.0,Hypertensive Heart Disease With Heart Failure,diagnosis
80307,px,12,41,0.06956521739130435,0.05045871559633028,1.40696686491079,0.3722707993341732,0.40625220011739893,1.0,Drug Test Prsmv Chem Anlyzr,lab test
Levothyroxine Sodium,rx,6,10,0.0,0.01529051987767584,0.0,0.3733949586008022,0.18262401676856255,1.0,Levothyroxine Sodium,medication
87491,px,12,10,0.0,0.01529051987767584,0.0,0.3733949586008022,0.18262064362752217,1.0,Chlamydia Dna Amp Probe,lab test
L570,dx,6,10,0.0,0.01529051987767584,0.0,0.3733949586008022,0.18262064362752217,1.0,Actinic Keratosis,diagnosis
Acetaminophen/Oxycodone Hydrochloride,rx,12,10,0.0,0.01529051987767584,0.0,0.3733949586008022,0.18262064362752217,1.0,Acetaminophen/Oxycodone Hydrochloride,medication
90791,px,6,10,0.0,0.01529051987767584,0.0,0.3733949586008022,0.18262064362752217,1.0,Psychiatric Diagnostic Eval,procedure
J3301,px,3,10,0.0,0.01529051987767584,0.0,0.3733949586008022,0.18262064362752217,1.0,Triamcinolone Acet Inj Nos,supply/service
I5022,dx,3,10,0.0,0.01529051987767584,0.0,0.3733949586008022,0.18262064362752217,1.0,Chronic Systolic (Congestive) Heart Failure,diagnosis
J069,dx,3,10,0.0,0.01529051987767584,0.0,0.3733949586008022,0.18262064362752217,1.0,"Acute Upper Respiratory Infection, Unspecified",diagnosis
W19XXXA,dx,12,10,0.0,0.01529051987767584,0.0,0.3733949586008022,0.18262064362752217,1.0,"Unspecified Fall, Initial Encounter",diagnosis
99204,px,6,106,0.16521739130434782,0.13302752293577982,1.2898706896551724,0.37853347817357774,0.3448595678474692,1.0,Office O/P New Mod 45-59 Min,office visit
99222,px,12,70,0.11304347826086956,0.0871559633027523,1.3348813209494323,0.3796954233233399,0.3772379346764405,1.0,1St Hosp Ip/Obs Moderate 55,office visit
E7800,dx,12,157,0.23478260869565218,0.19877675840978593,1.2367132867132866,0.3811111487184405,0.3589229794342589,1.0,"Pure Hypercholesterolemia, Unspecified",diagnosis
K5900,dx,3,11,0.0,0.016819571865443424,0.0,0.3850070263672877,0.16186975823344085,1.0,"Constipation, Unspecified",diagnosis
M542,dx,12,11,0.0,0.016819571865443424,0.0,0.3850070263672877,0.16186975823344085,1.0,Cervicalgia,diagnosis
Z125,dx,6,11,0.0,0.016819571865443424,0.0,0.3850070263672877,0.16187335726565377,1.0,Encounter For Screening For Malignant Neoplasm Of Prostate,diagnosis
83605,px,3,11,0.0,0.016819571865443424,0.0,0.3850070263672877,0.16186975823344085,1.0,Assay Of Lactic Acid,lab test
77080,px,12,11,0.0,0.016819571865443424,0.0,0.3850070263672877,0.16186975823344085,1.0,Dxa Bone Density Axial,imaging
"SARS-COV-2 (COVID-19) Vaccine, mRNA (Pfizer)",rx,12,11,0.0,0.016819571865443424,0.0,0.3850070263672877,0.16186975823344085,1.0,"SARS-COV-2 (COVID-19) Vaccine, mRNA (Pfizer)",medication
97110,px,3,11,0.0,0.016819571865443424,0.0,0.3850070263672877,0.16187335726565377,1.0,Therapeutic Exercises,procedure
Docusate Sodium,rx,6,11,0.0,0.016819571865443424,0.0,0.3850070263672877,0.16186975823344085,1.0,Docusate Sodium,medication
11102,px,3,11,0.0,0.016819571865443424,0.0,0.3850070263672877,0.16186975823344085,1.0,Tangntl Bx Skin Single Les,procedure
99238,px,6,11,0.0,0.016819571865443424,0.0,0.3850070263672877,0.16186975823344085,1.0,Hosp Ip/Obs Dschrg Mgmt 30/<,office visit
93320,px,3,11,0.0,0.016819571865443424,0.0,0.3850070263672877,0.16186975823344085,1.0,Doppler Echo Exam Heart,procedure
93308,px,12,71,0.11304347826086956,0.08868501529051988,1.3096686950642327,0.3855839697234684,0.4194738203637123,1.0,Tte F-Up Or Lmtd,procedure
J459,dx,6,24,0.043478260869565216,0.0290519877675841,1.5191387559808613,0.3858006506655861,0.4170162303810102,1.0,"Asthma, Unspecified",diagnosis
93005,px,3,24,0.043478260869565216,0.0290519877675841,1.5191387559808613,0.3858006506655861,0.41267403975774464,1.0,Electrocardiogram Tracing,procedure
J7030,px,6,24,0.043478260869565216,0.0290519877675841,1.5191387559808613,0.3858006506655861,0.41267403975774464,1.0,Normal Saline Solution Infus,supply/service
71275,px,6,24,0.043478260869565216,0.0290519877675841,1.5191387559808613,0.3858006506655861,0.41267403975774464,1.0,Ct Angiography Chest,imaging
3075F,px,6,45,0.0782608695652174,0.05504587155963303,1.4575471698113207,0.3860269326319104,0.3311245122668236,1.0,Syst Bp Ge 130 - 139Mm Hg,procedure
85610,px,6,46,0.0782608695652174,0.05657492354740061,1.415859255481897,0.39182378063434725,0.35566265536034747,1.0,Prothrombin Time,lab test
93005,px,6,46,0.0782608695652174,0.05657492354740061,1.415859255481897,0.39182378063434725,0.3717757274275817,1.0,Electrocardiogram Tracing,procedure
Atorvastatin Calcium,rx,6,46,0.0782608695652174,0.05657492354740061,1.415859255481897,0.39182378063434725,0.37446933482308764,1.0,Atorvastatin Calcium,medication
3074F,px,12,118,0.12173913043478261,0.15902140672782875,0.733054074638233,0.3993278461148493,0.3217343034443244,1.0,Syst Bp Lt 130 Mm Hg,procedure
92015,px,12,47,0.0782608695652174,0.0581039755351682,1.3763654419066533,0.399338470189676,0.4144072409662247,1.0,Determine Refractive State,procedure
E1165,dx,6,77,0.12173913043478261,0.0963302752293578,1.3003300330033003,0.40068796550347385,0.38964755659799943,1.0,Type 2 Diabetes Mellitus With Hyperglycemia,diagnosis
I10,dx,6,285,0.40869565217391307,0.363914373088685,1.208106772120613,0.4023770560365084,0.3155300462484525,1.0,Essential (Primary) Hypertension,diagnosis
Z950,dx,6,12,0.02608695652173913,0.013761467889908258,1.9196428571428572,0.40280179121116844,0.3262070637780027,1.0,Presence Of Cardiac Pacemaker,diagnosis
74176,px,6,12,0.02608695652173913,0.013761467889908258,1.9196428571428572,0.40280179121116844,0.3262070637780027,1.0,Ct Abd & Pelvis W/O Contrast,imaging
84100,px,3,12,0.02608695652173913,0.013761467889908258,1.9196428571428572,0.40280179121116844,0.3262070637780027,1.0,Assay Of Phosphorus,lab test
Alprazolam,rx,6,12,0.02608695652173913,0.013761467889908258,1.9196428571428572,0.40280179121116844,0.3262070637780027,1.0,Alprazolam,medication
17003,px,3,12,0.02608695652173913,0.013761467889908258,1.9196428571428572,0.40280179121116844,0.3262070637780027,1.0,Destruct Premalg Les 2-14,procedure
Sertraline Hydrochloride,rx,6,12,0.02608695652173913,0.013761467889908258,1.9196428571428572,0.40280179121116844,0.3262070637780027,1.0,Sertraline Hydrochloride,medication
Famotidine,rx,6,12,0.02608695652173913,0.013761467889908258,1.9196428571428572,0.40280179121116844,0.3262070637780027,1.0,Famotidine,medication
78452,px,3,12,0.02608695652173913,0.013761467889908258,1.9196428571428572,0.40280179121116844,0.3262070637780027,1.0,Ht Muscle Image Spect Mult,imaging
H2513,dx,12,12,0.02608695652173913,0.013761467889908258,1.9196428571428572,0.40280179121116844,0.3262070637780027,1.0,"Age-Related Nuclear Cataract, Bilateral",diagnosis
Z0001,dx,6,12,0.02608695652173913,0.013761467889908258,1.9196428571428572,0.40280179121116844,0.3262070637780027,1.0,Encounter For General Adult Medical Exam W Abnormal Findings,diagnosis
F329,dx,3,12,0.02608695652173913,0.013761467889908258,1.9196428571428572,0.40280179121116844,0.3262070637780027,1.0,"Major Depressive Disorder, Single Episode, Unspecified",diagnosis
C1769,px,3,12,0.02608695652173913,0.013761467889908258,1.9196428571428572,0.40280179121116844,0.3262070637780027,1.0,Guide Wire,supply/service
Metformin Hydrochloride,rx,3,12,0.02608695652173913,0.013761467889908258,1.9196428571428572,0.40280179121116844,0.3277814024202491,1.0,Metformin Hydrochloride,medication
Gabapentin,rx,12,25,0.043478260869565216,0.03058103975535168,1.440909090909091,0.4044763659903192,0.4750685168419495,1.0,Gabapentin,medication
99212,px,3,25,0.043478260869565216,0.03058103975535168,1.440909090909091,0.4044763659903192,0.472771887896998,1.0,Office O/P Est Sf 10-19 Min,office visit
Atorvastatin Calcium,rx,3,25,0.043478260869565216,0.03058103975535168,1.440909090909091,0.4044763659903192,0.472771887896998,1.0,Atorvastatin Calcium,medication
I371,dx,12,26,0.017391304347826087,0.03669724770642202,0.4646017699115044,0.4064435138789999,0.2907972192062168,1.0,Nonrheumatic Pulmonary Valve Insufficiency,diagnosis
E7800,dx,3,48,0.0782608695652174,0.05963302752293578,1.3388969521044993,0.40844512534722643,0.4469731569955817,1.0,"Pure Hypercholesterolemia, Unspecified",diagnosis
99212,px,12,82,0.13043478260869565,0.10244648318042814,1.3141791044776119,0.411603689245309,0.39854608959178583,1.0,Office O/P Est Sf 10-19 Min,office visit
Acetaminophen/Hydrocodone Bitartrate,rx,12,50,0.043478260869565216,0.06880733944954129,0.6151515151515151,0.41248716924280726,0.3102236181006801,1.0,Acetaminophen/Hydrocodone Bitartrate,medication
G4700,dx,6,28,0.017391304347826087,0.039755351681957186,0.427501701837985,0.4137990053019823,0.23773384909901474,1.0,"Insomnia, Unspecified",diagnosis
M255,dx,6,28,0.017391304347826087,0.039755351681957186,0.427501701837985,0.4137990053019823,0.23773384909901474,1.0,Pain In Joint,diagnosis
11102,px,12,28,0.017391304347826087,0.039755351681957186,0.427501701837985,0.4137990053019823,0.23773384909901474,1.0,Tangntl Bx Skin Single Les,procedure
87186,px,12,29,0.05217391304347826,0.035168195718654434,1.5101715197447148,0.421744013688363,0.3780071791951074,1.0,Microbe Susceptible Mic,lab test
Sulfamethoxazole/Trimethoprim,rx,12,13,0.02608695652173913,0.01529051987767584,1.725,0.42535985517445274,0.40842529660021487,1.0,Sulfamethoxazole/Trimethoprim,medication
Aspirin,rx,6,13,0.02608695652173913,0.01529051987767584,1.725,0.42535985517445274,0.4026754840639074,1.0,Aspirin,medication
J1885,px,3,13,0.02608695652173913,0.01529051987767584,1.725,0.42535985517445274,0.40842529660021487,1.0,Ketorolac Tromethamine Inj,supply/service
Z794,dx,12,13,0.02608695652173913,0.01529051987767584,1.725,0.42535985517445274,0.40842529660021487,1.0,Long Term (Current) Use Of Insulin,diagnosis
E119,dx,12,215,0.3130434782608696,0.27370030581039756,1.209249699455484,0.4302776740516933,0.43278727496582514,1.0,Type 2 Diabetes Mellitus Without Complications,diagnosis
F339,dx,12,55,0.08695652173913043,0.06880733944954129,1.288888888888889,0.43876372140935394,0.4817817708068124,1.0,"Major Depressive Disorder, Recurrent, Unspecified",diagnosis
M1712,dx,12,57,0.05217391304347826,0.0779816513761468,0.6508364813815435,0.43991125582258744,0.334400075906895,1.0,"Primary Osteoarthritis, Left Knee",diagnosis
80050,px,12,95,0.14782608695652175,0.11926605504587157,1.281004709576138,0.4414642858483334,0.37603417832514563,1.0,General Health Panel,lab test
99152,px,6,31,0.05217391304347826,0.0382262996941896,1.384954128440367,0.4447870632628276,0.4838296291877958,1.0,Mod Sed Same Phys/Qhp 5/>Yrs,office visit
R079,dx,3,60,0.09565217391304348,0.07492354740061162,1.3059262166405023,0.4507873057946114,0.4452674584691442,1.0,"Chest Pain, Unspecified",diagnosis
J459,dx,3,14,0.02608695652173913,0.016819571865443424,1.5657467532467533,0.45144385945541576,0.4939170235321366,1.0,"Asthma, Unspecified",diagnosis
I5020,dx,6,14,0.02608695652173913,0.016819571865443424,1.5657467532467533,0.45144385945541576,0.4939170235321366,1.0,Unspecified Systolic (Congestive) Heart Failure,diagnosis
93015,px,12,14,0.02608695652173913,0.016819571865443424,1.5657467532467533,0.45144385945541576,0.4939170235321366,1.0,Cardiovascular Stress Test,procedure
94729,px,6,14,0.02608695652173913,0.016819571865443424,1.5657467532467533,0.45144385945541576,0.4939170235321366,1.0,Co/Membane Diffuse Capacity,procedure
87186,px,6,14,0.02608695652173913,0.016819571865443424,1.5657467532467533,0.45144385945541576,0.4939170235321366,1.0,Microbe Susceptible Mic,lab test
96127,px,3,14,0.02608695652173913,0.016819571865443424,1.5657467532467533,0.45144385945541576,0.4939170235321366,1.0,Brief Emotional/Behav Assmt,procedure
A7038,px,3,14,0.02608695652173913,0.016819571865443424,1.5657467532467533,0.45144385945541576,0.4939170235321366,1.0,Pos Airway Pressure Filter,supply/service
93010,px,12,99,0.10434782608695652,0.13302752293577982,0.7592902577837295,0.4529984679871667,0.40117519765318543,1.0,Electrocardiogram Report,procedure
83690,px,6,32,0.02608695652173913,0.04434250764525994,0.5772783251231527,0.45726519359316964,0.36663575490727784,1.0,Assay Of Lipase,lab test
Prednisone,rx,12,35,0.06086956521739131,0.04281345565749235,1.4490740740740742,0.46361666137735325,0.3947128673143677,1.0,Prednisone,medication
84484,px,3,35,0.06086956521739131,0.04281345565749235,1.4490740740740742,0.46361666137735325,0.3922519519787294,1.0,Assay Of Troponin Quant,lab test
I5032,dx,12,105,0.1565217391304348,0.13302752293577982,1.2093849982225382,0.4655697470469145,0.49227201148341226,1.0,Chronic Diastolic (Congestive) Heart Failure,diagnosis
Rosuvastatin Calcium,rx,12,65,0.10434782608695652,0.08103975535168195,1.321121084447701,0.465769977148011,0.4176641443346133,1.0,Rosuvastatin Calcium,medication
F419,dx,6,36,0.06086956521739131,0.04434250764525994,1.3968710089399745,0.47025369714834575,0.43172125167873665,1.0,"Anxiety Disorder, Unspecified",diagnosis
3077F,px,12,67,0.10434782608695652,0.08409785932721713,1.2688437775816417,0.47408004468687037,0.47821781729454105,1.0,Syst Bp >/= 140 Mm Hg,procedure
80053,px,12,115,0.17391304347826086,0.1452599388379205,1.238781163434903,0.4778685703694743,0.40220466370560704,1.0,Comprehen Metabolic Panel,lab test
82550,px,12,37,0.06086956521739131,0.045871559633027525,1.348148148148148,0.4788496764514375,0.488933091566096,1.0,Assay Of Ck (Cpk),lab test
99231,px,6,15,0.02608695652173913,0.01834862385321101,1.4330357142857142,0.4799908391239198,0.5731235694195703,1.0,Sbsq Hosp Ip/Obs Sf/Low 25,office visit
R0989,dx,12,15,0.02608695652173913,0.01834862385321101,1.4330357142857142,0.4799908391239198,0.5809060576709757,1.0,Oth Symptoms And Signs Involving The Circ And Resp Systems,diagnosis
82962,px,3,15,0.02608695652173913,0.01834862385321101,1.4330357142857142,0.4799908391239198,0.5809060576709757,1.0,Glucose Blood Test,lab test
E780,dx,3,15,0.02608695652173913,0.01834862385321101,1.4330357142857142,0.4799908391239198,0.5809060576709757,1.0,Pure Hypercholesterolemia,diagnosis
G8929,dx,6,15,0.02608695652173913,0.01834862385321101,1.4330357142857142,0.4799908391239198,0.5828650978326761,1.0,Other Chronic Pain,diagnosis
99308,px,12,15,0.02608695652173913,0.01834862385321101,1.4330357142857142,0.4799908391239198,0.5809060576709757,1.0,Sbsq Nf Care Low Mdm 15,office visit
Ibuprofen,rx,3,15,0.02608695652173913,0.01834862385321101,1.4330357142857142,0.4799908391239198,0.5828650978326761,1.0,Ibuprofen,medication
J0690,px,6,15,0.02608695652173913,0.01834862385321101,1.4330357142857142,0.4799908391239198,0.5809060576709757,1.0,Cefazolin Sodium Injection,supply/service
E669,dx,12,194,0.2782608695652174,0.24770642201834864,1.1709058456046408,0.48636579818488573,0.39496759574408713,1.0,"Obesity, Unspecified",diagnosis
80061,px,12,120,0.13043478260869565,0.16055045871559634,0.7842857142857143,0.4867000677808496,0.40668239309660603,1.0,Lipid Panel,lab test
99203,px,3,38,0.06086956521739131,0.047400611620795105,1.302568697729988,0.4892109250995358,0.527153611177148,1.0,Office O/P New Low 30-44 Min,office visit
Z01818,dx,6,16,0.008695652173913044,0.022935779816513763,0.3736842105263158,0.48932986444620474,0.3245874366568674,1.0,Encounter For Other Preprocedural Examination,diagnosis
Acetaminophen/Hydrocodone Bitartrate,rx,3,16,0.008695652173913044,0.022935779816513763,0.3736842105263158,0.48932986444620474,0.3245874366568674,1.0,Acetaminophen/Hydrocodone Bitartrate,medication
Empagliflozin,rx,3,16,0.008695652173913044,0.022935779816513763,0.3736842105263158,0.48932986444620474,0.3245874366568674,1.0,Empagliflozin,medication
G4700,dx,3,16,0.008695652173913044,0.022935779816513763,0.3736842105263158,0.48932986444620474,0.3245874366568674,1.0,"Insomnia, Unspecified",diagnosis
I371,dx,6,16,0.008695652173913044,0.022935779816513763,0.3736842105263158,0.48932986444620474,0.3245874366568674,1.0,Nonrheumatic Pulmonary Valve Insufficiency,diagnosis
93306,px,6,73,0.11304347826086956,0.09174311926605505,1.261764705882353,0.4898368472248509,0.4609951525180297,1.0,Tte W/Doppler Complete,procedure
92014,px,12,73,0.11304347826086956,0.09174311926605505,1.261764705882353,0.4898368472248509,0.4912116799625821,1.0,Eye Exam&Tx Estab Pt 1/>Vst,procedure
71046,px,6,73,0.11304347826086956,0.09174311926605505,1.261764705882353,0.4898368472248509,0.48019317263322536,1.0,X-Ray Exam Chest 2 Views,imaging
Z79899,dx,12,200,0.28695652173913044,0.25535168195718655,1.1735796699284358,0.4899798374179443,0.5231809651052213,1.0,Other Long Term (Current) Drug Therapy,diagnosis
I428,dx,3,17,0.008695652173913044,0.024464831804281346,0.34978070175438597,0.4918622553709995,0.2895644377513932,1.0,Other Cardiomyopathies,diagnosis
J4521,dx,6,17,0.008695652173913044,0.024464831804281346,0.34978070175438597,0.4918622553709995,0.2895644377513932,1.0,Mild Intermittent Asthma With Acute Exacerbation,diagnosis
83690,px,3,17,0.008695652173913044,0.024464831804281346,0.34978070175438597,0.4918622553709995,0.2895644377513932,1.0,Assay Of Lipase,lab test
G0439,px,3,17,0.008695652173913044,0.024464831804281346,0.34978070175438597,0.4918622553709995,0.2895644377513932,1.0,"Ppps, Subseq Visit",supply/service
J22,dx,6,17,0.008695652173913044,0.024464831804281346,0.34978070175438597,0.4918622553709995,0.28916430817947647,1.0,Unspecified Acute Lower Respiratory Infection,diagnosis
99291,px,3,17,0.008695652173913044,0.024464831804281346,0.34978070175438597,0.4918622553709995,0.2895644377513932,1.0,Critical Care First Hour,office visit
97162,px,12,41,0.034782608695652174,0.05657492354740061,0.6009252495738983,0.4980173461405484,0.33686430209800955,1.0,Pt Eval Mod Complex 30 Min,procedure
R9431,dx,6,129,0.19130434782608696,0.1636085626911315,1.2093256959099588,0.4984184436314999,0.503074904435783,1.0,Abnormal Electrocardiogram [Ecg] [Ekg],diagnosis
88305,px,3,18,0.008695652173913044,0.02599388379204893,0.3286893704850361,0.4986810897652438,0.25852939568097555,1.0,Tissue Exam By Pathologist,lab test
K5900,dx,6,18,0.008695652173913044,0.02599388379204893,0.3286893704850361,0.4986810897652438,0.25852939568097555,1.0,"Constipation, Unspecified",diagnosis
I350,dx,3,19,0.034782608695652174,0.022935779816513763,1.5351351351351352,0.5091839241599854,0.4512098180260734,1.0,Nonrheumatic Aortic (Valve) Stenosis,diagnosis
85027,px,3,44,0.06956521739130435,0.05504587155963303,1.2834890965732086,0.5152755814268949,0.5400641763920219,1.0,Complete Cbc Automated,lab test
E039,dx,6,83,0.08695652173913043,0.11162079510703364,0.7579908675799086,0.5160569631105711,0.42264131526751736,1.0,"Hypothyroidism, Unspecified",diagnosis
83540,px,12,82,0.08695652173913043,0.11009174311926606,0.7698412698412699,0.5165100833699687,0.4539863134645713,1.0,Assay Of Iron,lab test
Z1211,dx,12,20,0.034782608695652174,0.024464831804281346,1.436936936936937,0.5227814421005397,0.5244164730397892,1.0,Encounter For Screening For Malignant Neoplasm Of Colon,diagnosis
Trazodone Hydrochloride,rx,6,20,0.034782608695652174,0.024464831804281346,1.436936936936937,0.5227814421005397,0.5265765845865646,1.0,Trazodone Hydrochloride,medication
96372,px,3,20,0.034782608695652174,0.024464831804281346,1.436936936936937,0.5227814421005397,0.5222601245900621,1.0,Ther/Proph/Diag Inj Sc/Im,procedure
J1885,px,6,20,0.034782608695652174,0.024464831804281346,1.436936936936937,0.5227814421005397,0.5222601245900621,1.0,Ketorolac Tromethamine Inj,supply/service
A0425,px,6,45,0.06956521739130435,0.05657492354740061,1.246779489770144,0.5241274234015006,0.584785474049422,1.0,Ground Mileage,supply/service
96361,px,12,45,0.06956521739130435,0.05657492354740061,1.246779489770144,0.5241274234015006,0.584785474049422,1.0,Hydrate Iv Infusion Add-On,procedure
J2704,px,6,45,0.06956521739130435,0.05657492354740061,1.246779489770144,0.5241274234015006,0.559696894076021,1.0,"Inj, Propofol, 10 Mg",supply/service
B351,dx,6,46,0.043478260869565216,0.06269113149847094,0.6796008869179601,0.526263667290362,0.4220495229352548,1.0,Tinea Unguium,diagnosis
88305,px,6,47,0.043478260869565216,0.06422018348623854,0.6623376623376623,0.5268938800048125,0.39093963483822913,1.0,Tissue Exam By Pathologist,lab test
82746,px,12,47,0.043478260869565216,0.06422018348623854,0.6623376623376623,0.5268938800048125,0.39093963483822913,1.0,Assay Of Folic Acid Serum,lab test
M1990,dx,12,48,0.043478260869565216,0.06574923547400612,0.645877378435518,0.5291391831559442,0.35896337707973225,1.0,"Unspecified Osteoarthritis, Unspecified Site",diagnosis
3008F,px,6,49,0.0782608695652174,0.06116207951070336,1.3033018867924528,0.5329154950024886,0.48936193176191223,1.0,Body Mass Index Docd,procedure
C1769,px,6,21,0.034782608695652174,0.02599388379204893,1.3502914679385267,0.538911295299111,0.5946286960596793,1.0,Guide Wire,supply/service
83540,px,3,21,0.034782608695652174,0.02599388379204893,1.3502914679385267,0.538911295299111,0.5946286960596793,1.0,Assay Of Iron,lab test
J1644,px,6,21,0.034782608695652174,0.02599388379204893,1.3502914679385267,0.538911295299111,0.5946286960596793,1.0,Inj Heparin Sodium Per 1000U,supply/service
A0427,px,3,21,0.034782608695652174,0.02599388379204893,1.3502914679385267,0.538911295299111,0.5968705201824148,1.0,Als1-Emergency,supply/service
C1894,px,6,21,0.034782608695652174,0.02599388379204893,1.3502914679385267,0.538911295299111,0.5946286960596793,1.0,"Intro/Sheath, Non-Laser",supply/service
99214,px,6,98,0.10434782608695652,0.13149847094801223,0.7694739218785279,0.5437099631660705,0.44188532301376615,1.0,Office O/P Est Mod 30-39 Min,office visit
93325,px,12,99,0.14782608695652175,0.12538226299694188,1.2100547536087605,0.5454537246136038,0.5220260818619975,1.0,Doppler Color Flow Add-On,procedure
Z95810,dx,3,54,0.05217391304347826,0.07339449541284404,0.694954128440367,0.5524861749193898,0.4262991574115823,1.0,Presence Of Automatic (Implantable) Cardiac Defibrillator,diagnosis
D649,dx,12,102,0.11304347826086956,0.13608562691131498,0.8090989204670632,0.5544430148970265,0.4923290379184242,1.0,"Anemia, Unspecified",diagnosis
82570,px,6,55,0.05217391304347826,0.07492354740061162,0.6796480059913874,0.5547575721087298,0.38157364216107503,1.0,Assay Of Urine Creatinine,lab test
86901,px,6,22,0.034782608695652174,0.027522935779816515,1.2732732732732732,0.5570478300462853,0.6674841873040738,1.0,Blood Typing Serologic Rh(D),lab test
Z0001,dx,12,22,0.034782608695652174,0.027522935779816515,1.2732732732732732,0.5570478300462853,0.6674841873040738,1.0,Encounter For General Adult Medical Exam W Abnormal Findings,diagnosis
93294,px,12,22,0.034782608695652174,0.027522935779816515,1.2732732732732732,0.5570478300462853,0.6674841873040738,1.0,Rem Interrog Evl Pm/Ldls Pm,procedure
Z98890,dx,12,22,0.034782608695652174,0.027522935779816515,1.2732732732732732,0.5570478300462853,0.6697854235888956,1.0,Other Specified Postprocedural States,diagnosis
J209,dx,6,23,0.017391304347826087,0.03211009174311927,0.5335018963337548,0.5578237514433575,0.3935334105275957,1.0,"Acute Bronchitis, Unspecified",diagnosis
Escitalopram Oxalate,rx,6,23,0.017391304347826087,0.03211009174311927,0.5335018963337548,0.5578237514433575,0.3926875938954456,1.0,Escitalopram Oxalate,medication
J069,dx,6,24,0.017391304347826087,0.03363914373088685,0.5084473049074819,0.5601287714609446,0.355370194322828,1.0,"Acute Upper Respiratory Infection, Unspecified",diagnosis
Naproxen Sodium,rx,12,24,0.017391304347826087,0.03363914373088685,0.5084473049074819,0.5601287714609446,0.35459281454990466,1.0,Naproxen Sodium,medication
Albuterol Sulfate,rx,6,24,0.017391304347826087,0.03363914373088685,0.5084473049074819,0.5601287714609446,0.35459281454990466,1.0,Albuterol Sulfate,medication
I480,dx,6,108,0.1565217391304348,0.13761467889908258,1.1628865979381444,0.5630409918983068,0.586668327485583,1.0,Paroxysmal Atrial Fibrillation,diagnosis
99204,px,3,57,0.08695652173913043,0.07186544342507645,1.2299898682877406,0.5631069330515255,0.5729040159366408,1.0,Office O/P New Mod 45-59 Min,office visit
93010,px,3,25,0.017391304347826087,0.035168195718654434,0.4855713736052328,0.5652224592828001,0.3222213533274326,1.0,Electrocardiogram Report,procedure
Sertraline Hydrochloride,rx,12,26,0.043478260869565216,0.03211009174311927,1.37012987012987,0.5727996261292434,0.5370709417014823,1.0,Sertraline Hydrochloride,medication
80076,px,6,26,0.043478260869565216,0.03211009174311927,1.37012987012987,0.5727996261292434,0.5370709417014823,1.0,Hepatic Function Panel,lab test
17000,px,12,26,0.043478260869565216,0.03211009174311927,1.37012987012987,0.5727996261292434,0.5370709417014823,1.0,Destruct Premalg Lesion,procedure
93356,px,6,26,0.043478260869565216,0.03211009174311927,1.37012987012987,0.5727996261292434,0.5370709417014823,1.0,Myocrd Strain Img Spckl Trck,procedure
M7910,dx,12,60,0.06086956521739131,0.08103975535168195,0.7349755415793152,0.5728965661488584,0.46489646433252474,1.0,"Myalgia, Unspecified Site",diagnosis
R0602,dx,12,215,0.30434782608695654,0.27522935779816515,1.1520833333333333,0.5732595759875101,0.6566453723679151,1.0,Shortness Of Breath,diagnosis
Z23,dx,6,118,0.13043478260869565,0.15749235474006115,0.8024271844660195,0.574435037106772,0.48475179672243807,1.0,Encounter For Immunization,diagnosis
93295,px,6,62,0.09565217391304348,0.0779816513761468,1.2505656108597285,0.5763076157300672,0.5215444414474013,1.0,Dev Interrog Remote 1/2/Mlt,procedure
I361,dx,12,63,0.09565217391304348,0.07951070336391437,1.22448224852071,0.5797096941838842,0.5754774120950261,1.0,Nonrheumatic Tricuspid (Valve) Insufficiency,diagnosis
I493,dx,12,63,0.09565217391304348,0.07951070336391437,1.22448224852071,0.5797096941838842,0.5611008106350225,1.0,Ventricular Premature Depolarization,diagnosis
